title,link,occupation,companie,spec,location
Media Buyer,https://wuzzuf.net/jobs/p/xkgwzr0avh66-media-buyer-abdelaziz-elsallab-cairo-egypt,Full TimeOn-site,Abdelaziz elsallab -,Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · males_only · Marketing/PR/Advertising · Media/Journalism/Publishing · Media Buying · Digital Marketing · Campaign Management · Budget Management · Market Research · Data Analysis · Negotiation · Communication,"Cairo, Egypt "
Workforce Management (WFM) Senior Specialist..,https://wuzzuf.net/jobs/p/izwmoqdvfjbv-workforce-management-wfm-senior-specialist-etisalat-egypt-cairo-egypt,Full TimeOn-site,Etisalat Egypt -,Full TimeOn-siteExperienced · 2 - 3 Yrs of Exp · Customer Service/Support · Operations/Management · Analyst/Research · Workforce Management · Resource Planning · Data Analysis · Forecasting · Reporting · Scheduling · Process Improvement,"Maadi, Cairo, Egypt "
Continuous Improvement Engineer,https://wuzzuf.net/jobs/p/ijfmgooznlno-continuous-improvement-engineer-cairo-egypt,Full TimeOn-site,Confidential -,Full TimeOn-siteExperienced · 2 - 5 Yrs of Exp · Manufacturing/Production · Quality · Engineering - Mechanical/Electrical · Process Improvement · Lean Manufacturing · Six Sigma · Data Analysis · Project Management · Problem Solving · Process Mapping,"Helwan, Cairo, Egypt "
Logistics CO Ordinator,https://wuzzuf.net/jobs/p/wub5toszhmkd-logistics-co-ordinator-nassar-group-qalubia-egypt,Full TimeOn-site,Nassar Group -,Full TimeOn-siteExperienced · 1 - 3 Yrs of Exp · males_only · Logistics/Supply Chain · Logistics Coordination · Supply Chain Management · Data Analysis · Communication · Problem Solving · Microsoft Office Suite · ERP/Logistics Software,"Qalyub, Qalubia, Egypt "
E-commerce Operations Supervisor – Egypt Market,https://wuzzuf.net/jobs/p/g92cedozxnvo-e-commerce-operations-supervisor-egypt-market-oppo-egypt-cairo-egypt,Full TimeOn-site,OPPO Egypt  -,Full TimeOn-siteManager · 3 - 4 Yrs of Exp · Operations/Management · Marketing/PR/Advertising · Sales/Retail · E-Commerce · Marketing · Online Marketing · Operations Management · Supervision · Online Advertising · Marketing Online,"Nasr City, Cairo, Egypt "
Logistics Specialist,https://wuzzuf.net/jobs/p/456tpavykx6g-logistics-specialist-cairo-egypt,Full TimeOn-site,Confidential -,Full TimeOn-siteExperienced · 3 - 7 Yrs of Exp · Logistics/Supply Chain · Problem Solving · Process Improvement · Communication · Supply Chain Optimization · Data Analysis,"Obour City, Cairo, Egypt "
Senior Accounts Receivable Accountant,https://wuzzuf.net/jobs/p/jldvxqtwovr4-senior-accounts-receivable-accountant-audio-technology-cairo-egypt,Full TimeOn-site,Audio Technology -,Full TimeOn-siteExperienced · 5+ Yrs of Exp · Accounting/Finance · Banking · Analyst/Research · Accounts Receivable Management · Problem Solving · Excel and Data Analysis · Financial Analysis · Communication · Time Management · Team Leadership,"Sheraton, Cairo, Egypt "
Chinese Interpreter Specialist (Quality Department),https://wuzzuf.net/jobs/p/iohmbqguzuhl-chinese-interpreter-specialist-quality-department-etisal-for-advanced-industries-giza-egypt,Full TimeOn-site,etisal for advanced industries  -,Full TimeOn-siteEntry Level · 1 - 3 Yrs of Exp · Quality · Statistical Quality Control (SQC) · Quality Assurance · Report Writing · Data Analysis · Team Collaboration,"6th of October, Giza, Egypt "
HR Operations,https://wuzzuf.net/jobs/p/wkdfdxub8xyh-hr-operations-kud-giza-egypt,Full TimeOn-site,KUD  -,Full TimeOn-siteExperienced · 2 - 5 Yrs of Exp · Human Resources · Employee onboarding and offboarding · HR operations management · Payroll and benefits administration · Labor law compliance · Data analysis and reporting · Problem-solving · Communication skills · Organizational skills · Attention to detail,"Giza, Giza, Egypt "
Tender Engineer / MEP,https://wuzzuf.net/jobs/p/en5mekurbqpu-tender-engineer-mep-fountana-egy-cairo-egypt,Full TimeOn-site,Fountana EGY  -,"Full TimeOn-siteExperienced · 1 - 3 Yrs of Exp · Engineering - Mechanical/Electrical · Engineering - Other · Mechanical, Electrical, and Plumbing (MEP) · MEP · Revit · AutoCAD · Microsoft Office · Financial Data Analysis","Nasr City, Cairo, Egypt "
Quality Assurance Specialist,https://wuzzuf.net/jobs/p/ub6tg3sopr7n-quality-assurance-specialist-relax-for-plastics-giza-egypt,Full TimeOn-site,RELAX FOR PLASTICS -,Full TimeOn-siteExperienced · 2 - 10 Yrs of Exp · Quality · Quality Assurance · Quality Control · Process Improvement · Root Cause Analysis · Data Analysis · Attention to Detail · Communication · Problem Solving · Technical Reporting,"Giza, Egypt "
Senior Data Analyst,https://wuzzuf.net/jobs/p/uupqoupcvnjl-senior-data-analyst-al-ahly-capital-holding-al-ahly-tamkeen-cairo-egypt,Full TimeOn-site,Al Ahly capital holding - Al Ahly Tamkeen -,Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Analysis · BI · Computer Science · Data · analytical · Information Technology (IT) · Reporting,"Zamalek, Cairo, Egypt "
E-Commerce Manager,https://wuzzuf.net/jobs/p/g6ernf4wesdh-e-commerce-manager-macro-group-cairo-egypt,Full TimeOn-site,Macro Group -,Full TimeOn-siteManager · 7 - 10 Yrs of Exp · Marketing/PR/Advertising · Ecommerce · Digital Marketing · Content Creation · MS · Financial Data Analysis,"Heliopolis, Cairo, Egypt "
Procurement Team Leader,https://wuzzuf.net/jobs/p/nittdz5bsh4e-procurement-team-leader-al-rabat-cairo-egypt,Full TimeOn-site,Al Rabat -,Full TimeOn-siteManager · 6 - 10 Yrs of Exp · females_preferred · Engineering - Construction/Civil/Architecture · Logistics/Supply Chain · Purchasing/Procurement · Procurement Management · Contract Management · Supplier Relationship Management · Negotiation · Strategic Sourcing · Data Analysis · Communication,"New Cairo, Cairo, Egypt "
Logistics Manager,https://wuzzuf.net/jobs/p/bn0aebnzd4ip-logistics-manager-matana-group-cairo-egypt,Full TimeOn-site,Matana Group -,Full TimeOn-siteManager · 10 - 15 Yrs of Exp · Logistics/Supply Chain · Operations/Management · Purchasing/Procurement · Logistics Management · Supply Chain Optimization · Inventory Control · Team Leadership · Process Improvement · Problem Solving · Communication,"Cairo, Egypt "
Real Time Analyst,https://wuzzuf.net/jobs/p/kvlzzsmruh9x-real-time-analyst-enable-cairo-egypt,Full TimeOn-site,Enable -,Full TimeOn-siteEntry Level · 1 - 1 Yrs of Exp · Customer Service/Support · Operations/Management · Analyst/Research · Real-time monitoring · Data analysis · Communication · Problem-solving · Contact center operations · Workforce management · Microsoft Excel,"Nasr City, Cairo, Egypt "
Warehouse Manager,https://wuzzuf.net/jobs/p/fas1wf2g5hiu-warehouse-manager-al-salam-company-cairo-egypt,Full TimeOn-site,Al Salam Company -,Full TimeOn-siteManager · 4 - 7 Yrs of Exp · Logistics/Supply Chain · Operations/Management · Warehouse Operations · Inventory Management · Attention to Detail · Logistics Coordination · Team Leadership · Data Analysis · Communication,"10th of Ramadan City, Cairo, Egypt "
Material and planning engineer,https://wuzzuf.net/jobs/p/wcrlxwegoxdd-material-and-planning-engineer-east-giza-egypt,Full TimeOn-site,EAST  -,Full TimeOn-siteExperienced · 3 - 6 Yrs of Exp · Engineering - Construction/Civil/Architecture · Manufacturing/Production · Engineering - Mechanical/Electrical · Material Planning · Production Planning · Inventory Management · ERP/MRP Systems · Supply Chain Coordination · Project Scheduling · Problem Solving,"6th of October, Giza, Egypt "
Inventory Controller,https://wuzzuf.net/jobs/p/7nolybr2dxvz-inventory-controller-mens-club-cairo-egypt,Full TimeOn-site,Men's Club -,Full TimeOn-siteEntry Level · 0 - 1 Yrs of Exp · males_only · Accounting/Finance · Logistics/Supply Chain · Microsoft Excel · Communication · Teamwork · Stock Control · Data Analysis · ERP Systems,"Shubra, Cairo, Egypt "
Pricing Specialist – Freight Forwarding,https://wuzzuf.net/jobs/p/xpogs7qdjzso-pricing-specialist-freight-forwarding-greenliner-sharqia-egypt,Full TimeOn-site,GREENLINER -,Full TimeOn-siteExperienced · 2 - 4 Yrs of Exp · Customer Service/Support · Logistics/Supply Chain · Sales/Retail · Freight Forwarding · Pricing Analysis · Negotiation · Data Analysis · Market Research · Communication,"10th of Ramadan City, Sharqia, Egypt "
Plasma Inventory Control Analyst,https://wuzzuf.net/jobs/p/u22c49azfoxj-plasma-inventory-control-analyst-cairo-egypt,Full TimeOn-site,Confidential -,Full TimeOn-siteEntry Level · 1 - 4 Yrs of Exp · Logistics/Supply Chain · Inventory Control · Inventory Management · Inventory analysis · Inventory Planning · Data Analysis · Power BI,"Zaytoun, Cairo, Egypt "
Logistic Specialist,https://wuzzuf.net/jobs/p/ixoqp2mzfufz-logistic-specialist-elsewedy-industries-cairo-egypt,Full TimeOn-site,Elsewedy industries -,Full TimeOn-siteExperienced · 2 - 4 Yrs of Exp · Logistics/Supply Chain · Supply Chain Coordination · Logistics Management · ERP/Logistics Software · Data Analysis · Shipping and Receiving,"10th of Ramadan City, Cairo, Egypt "
Planning Senior Specialist,https://wuzzuf.net/jobs/p/hbh1bvhnw4q2-planning-senior-specialist-eva-cosmetics-giza-egypt,Full TimeOn-site,EVA Cosmetics   -,Full TimeOn-siteExperienced · 2 - 6 Yrs of Exp · Logistics/Supply Chain · Manufacturing/Production · Production Planning · MRP · MPS · Demand Forecasting · Supply Chain Management · Cross-functional Collaboration · Data Analysis · ERP Systems,"6th of October, Giza, Egypt "
Digital Marketing Manager,https://wuzzuf.net/jobs/p/b11fd8eywj8s-digital-marketing-manager-cairo-egypt,Full TimeOn-site,Confidential -,Full TimeOn-siteManager · 3+ Yrs of Exp · Marketing/PR/Advertising · Digital Marketing Strategy · SEO and SEM · Data Analysis · Social Media Management · Campaign Optimization · Content Marketing · Team Leadership · Pharmaceutical · Digital Marketing,"Nasr City, Cairo, Egypt "
Senior Data Analyst,https://wuzzuf.net/jobs/p/du2211bjqsge-senior-data-analyst-egypt-kuwait-holding-giza-egypt,Full TimeOn-site,Egypt Kuwait Holding -,Full TimeOn-siteExperienced · 6 - 11 Yrs of Exp · IT/Software Development · Oracle EBS · Oracle SQL · Information Systems · Database · Oracle Database 10g · Oracle EBS R12 · oracle 12c · Oracle Fusion,"Agouza, Giza, Egypt "
Assistant Manager Business Development (female),https://wuzzuf.net/jobs/p/f7byak2zwf2y-assistant-manager-business-development-female-swiss-club-cairo-giza-egypt,Full TimeOn-site,Swiss Club Cairo -,Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · females_only · Administration · Business Development · Marketing/PR/Advertising · Relationship Building · Communication · Business Development · Event Planning · Data Analysis · Content Writing · Social Media,"Imbaba, Giza, Egypt "
Internship program (Accounting & Finance),https://wuzzuf.net/jobs/p/tlm0lncvgimx-internship-program-accounting-finance-paft-giza-egypt,Full TimePart TimeOn-site,PAFT -,Full TimePart TimeOn-siteStudent · 0 - 2 Yrs of Exp · Accounting/Finance · Accounting · Financial Analysis · Data Entry,"6th of October, Giza, Egypt "
Stock Control Manager,https://wuzzuf.net/jobs/p/jhoo3vqhixx8-stock-control-manager-zerocarbon-cairo-egypt,Full TimeOn-site,ZeroCarbon  -,Full TimeOn-siteManager · 8 - 10 Yrs of Exp · Accounting/Finance · Inventory Management · Warehouse Operations · Stock Control · Data Analysis · ERP Systems · Team Leadership · Problem Solving · Communication,"Cairo, Egypt "
Warehouse Manager,https://wuzzuf.net/jobs/p/y6irhbcxmni3-warehouse-manager-unyva-cairo-egypt,Full TimeOn-site,Unyva -,Full TimeOn-siteManager · 8 - 12 Yrs of Exp · Logistics/Supply Chain · Operations/Management · Inventory Control · Warehouse Management · Team Leadership · Logistics Coordination · Process Optimization · Budget Management · Problem Solving · Communication,"New Cairo, Cairo, Egypt "
ERP supervisor,https://wuzzuf.net/jobs/p/u6flnvwgrz0l-erp-supervisor-giza-egypt,Full TimeOn-site,Confidential -,Full TimeOn-siteExperienced · 3 - 8 Yrs of Exp · males_only · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Dynamic 365 · ERP · Computer Science · Information Technology (IT) · Microsoft dynamics 365 · Business process analysis · Project management,"6th of October, Giza, Egypt "
Accountant,https://wuzzuf.net/jobs/p/lfqdcffs4zws-accountant-giza-egypt,Full TimeOn-site,Confidential -,Full TimeOn-siteEntry Level · 1+ Yrs of Exp · Accounting/Finance · Medical/Healthcare · Tourism/Travel · Finance · Financial Management · Financial Analysis · Microsoft Office · Accounting · English · excel,"Smart Village, Giza, Egypt "
Business Solutions Manager,https://wuzzuf.net/jobs/p/6nixleauqxva-business-solutions-manager-kgroup-cairo-egypt,Full TimeOn-site,Kgroup -,Full TimeOn-siteManager · 7 - 10 Yrs of Exp · males_only · Business Development · IT/Software Development · Engineering - Telecom/Technology · Business Analysis · ERP Systems · CRM Tools · Project Management Tools · Data Analysis & Reporting · Process Improvement & Optimization · Strategic Planning & Business Development,"Sheraton, Cairo, Egypt "
Big Data Engineer,https://wuzzuf.net/jobs/p/izbdsxoaskyq-big-data-engineer-efada-technology-giza-egypt,Full TimeHybrid,Efada Technology -,Full TimeHybridExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · BI · Computer Science · Database · Information Technology (IT) · Oracle · SQL · PLSql,"6th of October, Giza, Egypt "
Senior Internal Auditor,https://wuzzuf.net/jobs/p/npkgor6gyfjh-senior-internal-auditor-cairo-egypt,Full TimeOn-site,Confidential -,Full TimeOn-siteExperienced · 4 - 6 Yrs of Exp · Accounting/Finance · Internal Auditing · Analytical Thinking · Data Analysis · Process Improvement · Risk Assessment,"Mokattam, Cairo, Egypt "
Media Buyer,https://wuzzuf.net/jobs/p/ovdnjyzt1uoy-media-buyer-maxim-investment-group-cairo-egypt,Full TimeOn-site,Maxim Investment Group -,Full TimeOn-siteExperienced · 4 - 6 Yrs of Exp · Marketing/PR/Advertising · Media/Journalism/Publishing · Purchasing/Procurement · Media Buying · Digital Marketing · Campaign Management · Negotiation · Data Analysis · Media Planning · Vendor Management,"Cairo, Egypt "
Supply Chain Manager,https://wuzzuf.net/jobs/p/qowrnwyjyaho-supply-chain-manager-sage-hospitality-cairo-egypt,Full TimeOn-site,SAGE Hospitality -,Full TimeOn-siteManager · 10 - 15 Yrs of Exp · Purchasing/Procurement · Procurement · Logistics Coordination · Inventory Management · Project Management · Data Analysis · Supply Chain Management · Vendor Negotiation · Problem-Solving · Team Leadership,"Cairo, Egypt "
QC-Senior Lab Chemist,https://wuzzuf.net/jobs/p/jx1fd2pixynw-qc-senior-lab-chemist-orient-cairo-egypt,Full TimeOn-site,Orient -,Full TimeOn-siteExperienced · 3 - 4 Yrs of Exp · Quality · Data Analysis · Laboratory Testing · Team Leadership · Problem Solving · Quality Control,"Shubra, Cairo, Egypt "
ICT HOD (American division),https://wuzzuf.net/jobs/p/3lfsnsrlnqpk-ict-hod-american-division-manhattan-schools-cairo-egypt,Full TimeOn-site,Manhattan Schools -,Full TimeOn-siteSenior Management · 2 - 5 Yrs of Exp · Education/Teaching · Educational Leadership · ICT Curriculum Development · Team Management · Instructional Coaching · Digital Literacy · Data Analysis · Communication · Problem-Solving · Project Management,"Maadi, Cairo, Egypt "
Planning & Cost Control Engineer,https://wuzzuf.net/jobs/p/wvjvy3dinjuy-planning-cost-control-engineer-alunaut-cairo-egypt,Full TimeOn-site,Alunaut -,Full TimeOn-siteExperienced · 4 - 7 Yrs of Exp · Engineering - Construction/Civil/Architecture · Project Scheduling · Budgeting · Primavera P6 · MS Project · Reporting · Data Analysis · Cost Control · Attention to Detail · Communication,"Nasr City, Cairo, Egypt "
Data Entry Specialist,https://wuzzuf.net/jobs/p/g9lmpspi66fs-data-entry-specialist-tagaddod-giza-egypt,Full TimeOn-site,Tagaddod -,Full TimeOn-siteExperienced · 0 - 2 Yrs of Exp · Accounting/Finance · Administration · Other · Data Entry · Attention to detail · Database management · Microsoft Excel · Time management,"6th of October, Giza, Egypt "
